UID,ID,Study,longitude,latitude,MAT,MAP,pH,SOC,TN,sand,silt,clay,years,n,AS,BG,CBH,CN,DOC,Fed,Feo,SOC,MAOC,POC,Fep,TN,XYL,PPO,ph,Mura,GalN,GluN,ManN,MBC
1287,1287,1457,16.283333,52.433333,8.350667,536,6.5,8.1,2.400000095,74,19,7,3,4,,,,0.021277398,,,,-0.004449396,,,,-0.031416196,,,0.002976193,,,,,
1288,1288,1457,16.283333,52.433333,8.350667,536,6.5,8.1,7.699999809,72,18,10,3,4,,,,0.072570693,,,,0.317251567,,,,0.243346259,,,-0.071237541,,,,,
1289,1289,1457,16.283333,52.433333,8.350667,536,6.5,8.1,2.400000095,74,19,7,3,4,,,,0.042111485,,,,-0.020180057,,,,-0.063851472,,,0,,,,,
1290,1290,1460,9.6315812,45.1979097,12.43400002,836,6.46,9.7,1.1,32,45,23,4,4,,,,0.092348545,,,,-0.00207469,,,,0.201554698,,,0.008089525,,,,,
1291,1291,1460,9.6315812,45.1979097,12.43400002,836,6.46,9.7,1.1,31,46,23,4,4,,,,0.001909254,,,,-0.043857366,,,,-0.042213433,,,0.008217014,,,,,
1292,1292,1460,9.6315812,45.1979097,12.43400002,836,6.46,9.7,1.1,31,46,23,4,4,,,,-0.013064973,,,,-0.091227774,,,,-0.08509555,,,-0.002734617,,,,,
1293,1293,1460,9.6315812,45.1979097,12.43400002,836,6.46,9.7,1.1,34,41,25,4,4,,,,-0.038473788,,,,-0.147051965,,,,-0.09642579,,,-0.029389663,,,,,
1294,1294,1465,112.3,28.116667,17.2,1443.5,5.79,22.07,2.14,25,43,32,6,3,,-0.12362265,,-0.033705646,,,,-0.019837547,,,,0.009132484,,,,,,,,
1295,1295,1465,112.3,28.116667,17.2,1443.5,5.79,22.07,2.14,25,43,32,6,3,,-0.311868261,,-0.055488686,,,,-0.078988411,,,,-0.018519048,,,,,,,,
1296,1296,1466,112.3,28.116667,17.2,1443.5,5.79,22.07,2.14,25,43,32,5,3,,,,-0.029576061,,,,-0.015908422,,,,0.013667639,,,,,,,,
1297,1297,1466,112.3,28.116667,17.2,1443.5,5.79,22.07,2.14,25,43,32,5,3,,,,-0.061304482,,,,-0.07982353,,,,-0.018519048,,,,,,,,
1298,1298,1467,112.3,28.116667,17.2,1443.5,5.79,22.07,2.14,25,43,32,6,3,,,,,,,,,,,,,,,,,,,,-0.107606512
1299,1299,1467,112.3,28.116667,17.2,1443.5,5.79,22.07,2.14,25,42,33,6,3,,,,,,,,,,,,,,,,,,,,-0.050787957
1300,1300,1467,112.3,28.116667,17.2,1443.5,5.79,22.07,2.14,25,43,32,6,3,,,,,,,,,,,,,,,,,,,,-0.156722173
1301,1301,1467,112.3,28.116667,17.2,1443.5,5.79,22.07,2.14,25,42,33,6,3,,,,,,,,,,,,,,,,,,,,-0.185447686
1302,1302,1468,112.3,28.116667,17.2,1443.5,5.79,22.07,2.14,25,43,32,6,3,,0.055574949,,,-0.040855355,,,-0.055880458,-0.043611433,-0.110052461,,,,,,,,,,
1303,1303,1468,112.3,28.116667,17.2,1443.5,5.79,22.07,2.14,25,43,32,6,3,,0.105681098,,,-0.068500291,,,-0.093952406,-0.090220441,-0.110052461,,,,,,,,,,
1304,1304,1472,-100.7715555,41.0897759,9.569666862,494,7.2,9.3,2.599999905,51,27,22,14,5,,,,,,,,0.038466281,,,,,,,0,,,,,
1305,1305,1472,-100.7715555,41.0897759,9.569666862,494,7.2,9.3,1.399999976,52,26,22,14,5,,,,,,,,0.026317308,,,,,,,0,,,,,
1306,1306,1472,-100.7715555,41.0897759,9.569666862,494,7.2,9.3,1.399999976,52,26,22,14,5,,,,,,,,-0.044206093,,,,,,,0.016807118,,,,,
1307,1307,1472,-100.7715555,41.0897759,9.569666862,494,7.2,9.3,1.100000024,52,26,22,14,5,,,,,,,,0.017391743,,,,,,,-0.015267472,,,,,
1308,1308,1475,16.651111,40.172222,41,560,7.72,15,1.7,23,43,34,10,3,,,,0.036080577,,,,0,,,,-0.071691928,,,,,,,,
1309,1309,1475,16.651111,40.172222,41,560,7.72,15,1.7,23,43,34,10,3,,,,0.061232258,,,,0.054658413,,,,-0.045023681,,,,,,,,
1310,1310,1478,50.7,-22.233333,20.8,1254,4.8,6.964596634,NA,NA,NA,NA,7,4,,,,,,,,0.30717176,,,,,,,,,,,,
1311,1311,1478,50.7,-22.233333,20.8,1254,4.8,6.964596634,NA,NA,NA,NA,7,4,,,,,,,,0.049525729,,,,,,,,,,,,
1312,1312,1478,50.7,-22.233333,20.8,1254,4.8,6.964596634,NA,NA,NA,NA,7,4,,,,,,,,0.391330597,,,,,,,,,,,,
1313,1313,1478,50.7,-22.233333,20.8,1254,4.8,6.964596634,NA,NA,NA,NA,7,4,,,,,,,,-0.068402727,,,,,,,,,,,,
1314,1314,1478,50.7,-22.233333,20.8,1254,4.8,6.964596634,NA,NA,NA,NA,7,4,,,,,,,,-0.047104469,,,,,,,,,,,,
1315,1315,1478,50.7,-22.233333,20.8,1254,4.8,6.964596634,NA,NA,NA,NA,7,4,,,,,,,,0.215339326,,,,,,,,,,,,
1316,1316,1478,50.7,-22.233333,20.8,1254,4.8,6.964596634,NA,NA,NA,NA,7,4,,,,,,,,0.080042708,,,,,,,,,,,,
1317,1317,1478,50.7,-22.233333,20.8,1254,4.8,6.964596634,NA,NA,NA,NA,7,4,,,,,,,,0.041576427,,,,,,,,,,,,
1318,1318,1478,50.7,-22.233333,20.8,1254,4.8,6.964596634,NA,NA,NA,NA,7,4,,,,,,,,0.242641347,,,,,,,,,,,,
1319,1319,1478,50.7,-22.233333,20.8,1254,4.8,6.964596634,NA,NA,NA,NA,7,4,,,,,,,,-0.145810348,,,,,,,,,,,,
1320,1320,1478,50.7,-22.233333,20.8,1254,4.8,6.964596634,NA,NA,NA,NA,7,4,,,,,,,,0.141078598,,,,,,,,,,,,
1321,1321,1478,50.7,-22.233333,20.8,1254,4.8,6.964596634,NA,NA,NA,NA,7,4,,,,,,,,0.171510641,,,,,,,,,,,,
1322,1322,1478,50.433333,-18.533333,22.5,1520,5.6,26.69762043,NA,NA,NA,NA,7,4,,,,,,,,0.05651221,,,,,,,,,,,,
1323,1323,1478,50.433333,-18.533333,22.5,1520,5.6,26.69762043,NA,NA,NA,NA,7,4,,,,,,,,0.037611271,,,,,,,,,,,,
1324,1324,1478,50.433333,-18.533333,22.5,1520,5.6,26.69762043,NA,NA,NA,NA,7,4,,,,,,,,0.053755743,,,,,,,,,,,,
1325,1325,1478,50.433333,-18.533333,22.5,1520,5.6,26.69762043,NA,NA,NA,NA,7,4,,,,,,,,-0.004439229,,,,,,,,,,,,
1326,1326,1478,50.433333,-18.533333,22.5,1520,5.6,26.69762043,NA,NA,NA,NA,7,4,,,,,,,,-0.018725223,,,,,,,,,,,,
1327,1327,1478,50.433333,-18.533333,22.5,1520,5.6,26.69762043,NA,NA,NA,NA,7,4,,,,,,,,0.066652272,,,,,,,,,,,,
1328,1328,1478,50.433333,-18.533333,22.5,1520,5.6,26.69762043,NA,NA,NA,NA,7,4,,,,,,,,0.06018282,,,,,,,,,,,,
1329,1329,1478,50.433333,-18.533333,22.5,1520,5.6,26.69762043,NA,NA,NA,NA,7,4,,,,,,,,0.120250763,,,,,,,,,,,,
1330,1330,1478,50.433333,-18.533333,22.5,1520,5.6,26.69762043,NA,NA,NA,NA,7,4,,,,,,,,0.076154767,,,,,,,,,,,,
1331,1331,1478,50.433333,-18.533333,22.5,1520,5.6,26.69762043,NA,NA,NA,NA,7,4,,,,,,,,0.1618209,,,,,,,,,,,,
1332,1332,1478,50.433333,-18.533333,22.5,1520,5.6,26.69762043,NA,NA,NA,NA,7,4,,,,,,,,0.107772838,,,,,,,,,,,,
1333,1333,1478,50.433333,-18.533333,22.5,1520,5.6,26.69762043,NA,NA,NA,NA,7,4,,,,,,,,0.028567093,,,,,,,,,,,,
1334,1334,1484,150.33,-28.866667,39.65,620,7.6,3.983333333,0.478333333,49,18,33,12,3,,,,0.02467983,,,,0.095060627,,,,0.070380797,,,-0.014598799,,,,,
1335,1335,1484,150.33,-28.866667,39.65,620,7.6,3.983333333,0.478333333,49,18,33,12,3,,,,-0.02585428,,,,0.163387719,,,,0.189242,,,0.083381609,,,,,
1336,1336,1490,-52.683333,-26.116667,17.74083328,1887,5,52.90000153,3.900000095,14,14,72,23,3,,,,,,,,0.374420486,,,,,,,0.090286847,,,,,
1337,1337,1490,-52.683333,-26.116667,17.74083328,1887,5,28.5,2.799999952,14,14,72,23,3,,,,,,,,0.043110124,,,,,,,0.08471667,,,,,
1338,1338,1490,-52.683333,-26.116667,17.74083328,1887,5,28.5,2.799999952,14,14,72,23,3,,,,,,,,-0.037387532,,,,,,,0.036228938,,,,,
1339,1339,1490,-52.683333,-26.116667,17.74083328,1887,5,19.10000038,2.299999952,14,14,72,23,3,,,,,,,,-0.011111225,,,,,,,-0.019157674,,,,,
1340,1340,1490,-52.683333,-26.116667,17.74083328,1887,5.099999905,11,1.700000048,14,14,72,23,3,,,,,,,,0.032365285,,,,,,,-0.038172574,,,,,
1341,1341,1494,-48.383333,-22.85,21.82222222,165.6222222,3.8,16.59895531,2.400000095,19.2,20.8,60,2,4,,,,,,,,-0.009540236,,,,,,,0.000501375,,,,,
1342,1342,1494,-48.383333,-22.85,21.82222222,165.6222222,3.8,16.59895531,1.600000024,19.2,20.8,60,2,4,,,,,,,,-0.008785999,,,,,,,0.00710963,,,,,
1343,1343,1494,-48.383333,-22.85,21.82222222,165.6222222,3.8,16.59895531,1.600000024,19.2,20.8,60,2,4,,,,,,,,0.001316078,,,,,,,0.00058021,,,,,
1344,1344,1494,-48.383333,-22.85,21.82222222,165.6222222,3.8,16.59895531,1.299999952,19.2,20.8,60,2,4,,,,,,,,-0.031635519,,,,,,,-0.024912122,,,,,
1345,1345,1507,102.8725646,42.2167886,7.890500069,58,8.100000381,6.5,1.200000048,37.9,39.6,22.5,5,4,,,,0.05323145,,,,0.094570808,,,,0.053744276,,,0.00160385,,,,,
1346,1346,1508,12.433333,51.4,9.1,522,6.400000095,67,7,44,46,10,12,8,,0.838215146,,0.059929171,,,,0.263652648,,,,0.203723477,,,,,,,,0.635338879
1347,1347,1508,12.433333,51.4,9.1,522,6.400000095,67,7,44,46,10,12,8,,-0.518098383,,-0.020939497,,,,-0.151900039,,,,-0.130960542,,,,,,,,-0.093302147
1348,1348,1508,12.433333,51.4,9.1,522,6.5,18.5,1.5,44,46,10,12,8,,0.529919283,,0.089987491,,,,0.242882307,,,,0.152894816,,,,,,,,0.538205605
1349,1349,1508,12.433333,51.4,9.1,522,6.5,18.5,1.5,44,46,10,12,8,,-0.081678031,,-0.019405728,,,,-0.105615976,,,,-0.086210248,,,,,,,,-0.009188426
1350,1350,1508,12.433333,51.4,9.1,522,6.5,18.5,1.5,44,46,10,12,8,,0.034725711,,0.066397223,,,,0.041322858,,,,-0.025074365,,,,,,,,-0.026384677
1351,1351,1508,12.433333,51.4,9.1,522,6.5,18.5,1.5,44,46,10,12,8,,0.045383006,,-0.032345465,,,,-0.103271048,,,,-0.070925584,,,,,,,,-0.038360868
1352,1352,1508,12.433333,51.4,9.1,522,6.599999905,18.60000038,1.899999976,44,46,10,12,8,,0,,0.057959613,,,,-0.131209111,,,,-0.189168723,,,,,,,,-0.576123106
1353,1353,1508,12.433333,51.4,9.1,522,6.599999905,18.60000038,1.899999976,44,46,10,12,8,,0.135955636,,0.111380011,,,,-0.03245721,,,,-0.143837221,,,,,,,,0.331514914
1354,1354,1508,12.433333,51.4,9.1,522,6.599999905,18.60000038,1.899999976,44,46,10,12,8,,-0.216671037,,-0.025779071,,,,-0.12298716,,,,-0.097208089,,,,,,,,-0.447022667
1355,1355,1508,12.433333,51.4,9.1,522,6.599999905,18.60000038,1.899999976,44,46,10,12,8,,0.620576488,,0.250532288,,,,0.131444053,,,,-0.119088234,,,,,,,,0.705735277
1356,1356,1508,12.433333,51.4,9.1,522,6.800000191,11.89999962,1.299999952,44,46,10,12,8,,0.405465108,,0.106917387,,,,0.491070213,,,,0.384152825,,,,,,,,0.46378026
1357,1357,1508,12.433333,51.4,9.1,522,6.800000191,11.89999962,1.299999952,44,46,10,12,8,,0.587786665,,0.156749761,,,,0.491070213,,,,0.334320452,,,,,,,,0.487967486
1358,1358,1512,113.7,-24.9,8,299,8,29.79999924,1.299999952,68,20,12,3,4,,,,,,,,,,,,,,,4.04615E-05,,,,,
1359,1359,1512,113.7,-24.9,8,299,8,29.79999924,1.299999952,68,20,12,3,4,,,,,,,,,,,,,,,-0.005761155,,,,,
1360,1360,1512,113.7,-24.9,8,299,8,29.79999924,1.299999952,68,20,12,3,4,,,,,,,,,,,,,,,-0.012187719,,,,,
1361,1361,1512,113.7,-24.9,8,299,8.600000381,29.29999924,1.299999952,62,19,19,3,4,,,,,,,,,,,,,,,0.000117198,,,,,
1362,1362,1512,113.7,-24.9,8,299,8.600000381,29.29999924,1.299999952,62,19,19,3,4,,,,,,,,,,,,,,,0.017645432,,,,,
1363,1363,1512,113.7,-24.9,8,299,8.600000381,29.29999924,1.299999952,62,19,19,3,4,,,,,,,,,,,,,,,0.023634926,,,,,
1364,1364,1512,113.7,-24.9,8,299,8.699999809,28.10000038,1.399999976,60,19,21,3,4,,,,,,,,,,,,,,,0.000211426,,,,,
1365,1365,1512,113.7,-24.9,8,299,8.699999809,28.10000038,1.399999976,60,19,21,3,4,,,,,,,,,,,,,,,0.000503113,,,,,
1366,1366,1512,113.7,-24.9,8,299,8.699999809,28.10000038,1.399999976,60,19,21,3,4,,,,,,,,,,,,,,,-0.005584678,,,,,
1367,1367,1512,113.7,-24.9,8,299,8.9,17.4,1,60.6,18.8,20.6,3,4,,,,,,,,,,,,,,,0.03266948,,,,,
1368,1368,1512,113.7,-24.9,8,299,8.9,17.4,1,60.6,18.8,20.6,3,4,,,,,,,,,,,,,,,0.016734565,,,,,
1369,1369,1512,113.7,-24.9,8,299,8.9,17.4,1,60.6,18.8,20.6,3,4,,,,,,,,,,,,,,,0.028584807,,,,,
1370,1370,1513,5.333333,50.783333,11,914,6.599999905,36.29999924,5.199999809,15,62,23,6,4,,0.4772588,,0.113981782,,,,0.171850257,,,,0.058107631,,,0.092824935,,,,,0.690010743
1371,1371,1513,4.566667,50.633333,11,914,6.099999905,24.70000076,4.900000095,10,68,22,2,4,,0,,0,,,,0.255182905,,,,0.231801614,,,0.069815578,,,,,1.093691679
1372,1372,1513,3.416667,50.8,11,914,6.699999809,37,4,27,49,24,3,4,,0.351051686,,-0.119959315,,,,-0.028170877,,,,0.112940411,,,0.089360174,,,,,0.859537915
1373,1373,1514,-6.9322129,52.834516,9.4,824,NA,NA,NA,72,23,5,8,4,,,,0.06821983,,,,0.216085134,,,,0.147865304,,,,,,,,
1374,1374,1514,-6.9322129,52.834516,9.4,824,NA,NA,NA,72,23,5,8,4,,,,0.079517574,,,,0.055420023,,,,-0.024097551,,,,,,,,
1375,1375,1516,-5.3410679,39.3423638,15.4,952,6.5,53.29999924,4.099999905,41,40,19,15,4,,,,,,,,,,,,,,,0.040546094,,,,,
1376,1376,1516,-5.3410679,39.3423638,15.4,952,6.5,53.29999924,4.099999905,41,40,19,15,4,,,,,,,,,,,,,,,0.010537505,,,,,
1377,1377,1517,5.35,39.35,15.4,952,NA,NA,NA,NA,NA,NA,10,4,,1.091071074,,0.11506933,,,,0.339801873,0.280650352,0.447092148,,0.245672664,,,0.038059562,,,,,0.537221877
1378,1378,1518,5.35,39.35,15.4,952,NA,NA,NA,NA,NA,NA,10,4,,,,,,,,0.306913434,,,,,,,0.113328685,,,,,0.275879847
1379,1379,1518,5.35,39.35,15.4,952,NA,NA,NA,NA,NA,NA,10,4,,,,,,,,0.260474798,,,,,,,0.005029348,,,,,0.232774444
1380,1380,1518,5.35,39.35,15.4,952,NA,NA,NA,NA,NA,NA,10,4,,,,,,,,0.097980408,,,,,,,-0.01641303,,,,,-0.003568282
1381,1381,1518,5.35,39.35,15.4,952,NA,NA,NA,NA,NA,NA,10,4,,,,,,,,-0.033522692,,,,,,,-0.067754992,,,,,-0.047913999
1382,1382,1519,-51.666667,-30.1,19.4,1440,5.199999809,57.09999847,4.099999905,41,26,33,30,3,,,,,,,,0.3471962,,,,,,,,,,,,
1383,1383,1519,-51.666667,-30.1,19.4,1440,5.199999809,12.89999962,1,26,20,54,30,3,,,,,,,,0.032435276,,,,,,,,,,,,
1384,1384,1519,-51.666667,-30.1,19.4,1440,5.9,15.8,2.98,40.9,26.7,32.4,30,3,,,,,,,,0.185403223,,,,,,,,,,,,
1385,1385,1520,-93.066667,44.75,6.4,879,6,43.09999847,5,22,55,23,30,3,,,,,,,,-0.393665561,,,,,,,-0.046894261,,,,,-0.046944734
1386,1386,1520,-93.066667,44.75,6.4,879,6,22.70000076,1.899999976,22,55,23,30,3,,,,,,,,-0.524874386,,,,,,,-0.076019903,,,,,-0.107824271
1387,1387,1520,-93.066667,44.75,6.4,879,6,22.70000076,1.899999976,22,55,23,30,3,,,,,,,,-0.607293881,,,,,,,-0.056589453,,,,,-0.082863116
1388,1388,1520,-93.066667,44.75,6.4,879,6,13,1.5,22,55,23,30,3,,,,,,,,-0.278607823,,,,,,,-0.014425494,,,,,-0.180670029
1389,1389,1524,77.56,29.1,24.15,456.35,7.7,3.2,0.800000012,62.28,12.14,25.58,3,3,,,,,,,,0.011527505,,,,,,,-0.004112412,,,,,0.073025135
1390,1390,1524,77.56,29.1,24.15,456.35,7.7,3.2,0.800000012,62.28,12.14,25.58,3,3,,,,,,,,0.008185585,,,,,,,-0.00554018,,,,,0.064943089
1391,1391,1529,-95.0773353,38.2793791,12.97733307,1013,6.599999905,29.5,3.5,5,58,37,17,3,,0.17635139,,0.071109864,,,,0.201324504,,,,0.13021464,,,0.028170877,,,,,0.034249923
1392,1392,1529,-95.0773353,38.2793791,12.97733307,1013,6.599999905,29.5,3.5,5,58,37,17,3,,-0.64491088,,0.000891663,,,,-0.111225635,,,,-0.112117298,,,0.028170877,,,,,-0.099629841
1393,1393,1551,114.533333,35.016667,13.9,615.1,8.24,6.558328497,1.39,38,49,13,4,4,,,,-0.159733765,,,,-0.141622647,,,,0.023530497,,,,,,,,0.753428938
1394,1394,1551,114.533333,35.016667,13.9,615.1,8.24,6.558328497,1.39,38,49,13,4,4,,,,0.090971778,,,,0.272728523,,,,0.19948936,,,,,,,,0.712331351
1395,1395,1551,114.533333,35.016667,13.9,615.1,8.24,6.558328497,1.39,38,49,13,4,4,,,,-0.208351137,,,,-0.093696576,,,,0.102947969,,,,,,,,0.583380041
1396,1396,1555,114.533333,35.016667,13.9,615.1,8.24,6.558328497,1.39,38,49,13,4,4,,,,-0.13120238,,,,-0.116799268,,,,0.011976191,,,-0.061270825,,,,,0.795515804
1397,1397,1555,114.533333,35.016667,13.9,615.1,8.24,6.558328497,1.39,38,49,13,4,4,,,,0.07087434,,,,0.167735794,,,,0.09531018,,,-0.001363327,,,,,0.541266649
1398,1398,1555,114.533333,35.016667,13.9,615.1,8.24,6.558328497,1.39,38,49,13,4,4,,,,-0.271106243,,,,-0.133859854,,,,0.136575535,,,0.034670139,,,,,0.903064501
1399,1399,1571,108.07,34.28,12.9,620,NA,NA,NA,NA,NA,NA,10,3,,-0.595392439,,0.163850665,,,,0.316758337,,,,0.152907672,,,-0.034685558,,,,,0.374073622
1400,1400,1572,113.55,27.633333,17.6,1450,6.26,19.09460244,1.5,31,40,29,7,3,,,,0.077255325,,,,-0.103540679,,,,-0.180796003,,,0.060309087,,,,,
1401,1401,1572,113.55,27.633333,17.6,1450,6.26,19.09460244,1.5,30,41,29,7,3,,,,0.383705011,,,,-0.068992871,,,,-0.452697882,,,-0.065260804,,,,,
1402,1402,1572,113.55,27.633333,17.6,1450,6.26,19.09460244,1.5,30,41,29,7,3,,,,0.446335502,,,,0.319851355,,,,-0.126484147,,,0.060461662,,,,,
1403,1403,1572,113.55,27.633333,17.6,1450,6.26,19.09460244,1.5,31,42,27,7,3,,,,-0.126527862,,,,0.214775302,,,,0.341303165,,,0.054602088,,,,,
1404,1404,1572,113.55,27.633333,17.6,1450,6.26,19.09460244,1.5,31,40,29,7,3,,,,-0.301398676,,,,0.190936437,,,,0.492335112,,,0.044112528,,,,,
1405,1405,1572,113.55,27.633333,17.6,1450,6.26,19.09460244,1.5,30,41,29,7,3,,,,-0.071772369,,,,-0.149531734,,,,-0.077759364,,,-0.058061349,,,,,
1406,1406,1572,113.55,27.633333,17.6,1450,6.26,19.09460244,1.5,30,41,29,7,3,,,,0.186112036,,,,-0.055350095,,,,-0.241462132,,,0.025075396,,,,,
1407,1407,1572,113.55,27.633333,17.6,1450,6.26,19.09460244,1.5,31,42,27,7,3,,,,-0.012352768,,,,0.089612159,,,,0.101964927,,,-0.023570836,,,,,
1408,1408,1585,108.066667,34.283333,13.2,633,NA,NA,NA,NA,NA,NA,8,3,,,,-0.11185535,0.193494857,,,0.117130971,,,,0.228986322,,,-0.003669729,,,,,
1409,1409,1613,23.6,51.3,7.401333332,550,6.199999809,65.59999847,6.400000095,36,43,21,3,3,,,,0.123869482,,,,0.40078856,,,,0.269919616,,,0.084260344,,,,,
1410,1410,1613,23.6,51.3,7.401333332,550,6.199999809,65.59999847,6.400000095,36,43,21,3,3,,,,0.176186568,,,,0.424883194,,,,0.25489225,,,-0.010178205,,,,,
1411,1411,1614,23.6,51.3,7.401333332,550,6.199999809,65.59999847,6.400000095,36,43,21,3,3,,,,,,,,0.206970692,,,,,,,0.054629967,,,,,
1412,1412,1614,23.6,51.3,7.401333332,550,6.199999809,65.59999847,6.400000095,36,43,21,3,3,,,,,,,,-0.115929467,,,,,,,0,,,,,
1413,1413,1614,23.6,51.3,7.401333332,550,6.199999809,65.59999847,6.400000095,36,43,21,3,3,,,,,,,,0.177556807,,,,,,,0.041890942,,,,,
1414,1414,1614,23.6,51.3,7.401333332,550,6.199999809,65.59999847,6.400000095,36,43,21,3,3,,,,,,,,-0.055304845,,,,,,,-0.073317302,,,,,
1415,1415,1632,140.212111,36.032694,14.07299995,1345,5.900000095,56,5.800000191,50,35,15,12,4,,,,0.062520357,,,,0.405465108,,,,0.336472237,,,,,,,,
1416,1416,1632,140.212111,36.032694,14.07299995,1345,5.900000095,56,5.800000191,50,35,15,12,4,,,,0.041242959,,,,0.358945092,,,,0.31449333,,,,,,,,
1417,1417,1632,140.212111,36.032694,14.07299995,1345,5.900000095,56,5.800000191,50,35,15,12,4,,,,0.021506205,,,,0.090971778,,,,0.085157808,,,,,,,,
1418,1418,1632,140.212111,36.032694,14.07299995,1345,5.900000095,56,5.800000191,50,35,15,12,4,,,,-0.021053409,,,,0.090971778,,,,0.063178902,,,,,,,,
1419,1419,1632,140.212111,36.032694,14.07299995,1345,5.900000095,39.09999847,2.799999952,51,34,15,12,4,,,,0.021506205,,,,-0.048790164,,,,-0.045462374,,,,,,,,
1420,1420,1632,140.212111,36.032694,14.07299995,1345,5.900000095,39.09999847,2.799999952,51,34,15,12,4,,,,-0.010582109,,,,-0.048790164,,,,0,,,,,,,,
1421,1421,1632,140.212111,36.032694,14.07299995,1345,6.099999905,27.39999962,2.200000048,53,32,15,12,4,,,,0.021506205,,,,-0.026668247,,,,-0.048790164,,,,,,,,
1422,1422,1632,140.212111,36.032694,14.07299995,1345,6.099999905,27.39999962,2.200000048,53,32,15,12,4,,,,0.010695289,,,,0.027398974,,,,0.051293294,,,,,,,,
1423,1423,1636,107.85,24.733333,18.5,1380,6.4,37.99,2.71,24,44,32,2,3,,,,,0.238721245,,,0.144305818,,,,,,,,,,,,0.200662007
1424,1424,1636,107.85,24.733333,18.5,1380,6.4,37.99,2.71,24,44,32,2,3,,,,,0.010327114,,,0.136822892,,,,,,,,,,,,0.396599339
1425,1425,1637,107.85,24.733333,18.5,1380,6.4,37.99,2.71,27.6,41.5,30.9,2,4,,,,,0.194156014,,,0.195094248,,,,,,,,,,,,0.881134475
1426,1426,1649,113.633333,23.233333,21.6,1967.8,5.65,12.76842716,0.98,46,26,28,3,5,,,,-0.138664076,,,,0.099492267,,,,0.238156344,,,-0.007561473,,,,,
1427,1427,1658,112.3,28.116667,16.8,1360,6.3,20.25536854,1.29,25,43,32,9,3,,,,-0.008552616,,,,0.215049462,,,,0.229949606,,,,,,,,
1428,1428,1658,112.3,28.116667,16.8,1360,6.3,20.25536854,1.29,25,43,32,9,3,,,,-0.050251729,,,,0.148234264,,,,0.201101452,,,,,,,,
1429,1429,1658,112.3,28.116667,16.8,1360,6.3,20.25536854,1.29,25,42,33,9,3,,,,-0.008135153,,,,-0.06012173,,,,-0.044206093,,,,,,,,
1430,1430,1658,112.3,28.116667,16.8,1360,6.3,20.25536854,1.29,25,42,33,9,3,,,,0.016471581,,,,-0.06012173,,,,-0.07087434,,,,,,,,
1431,1431,1658,112.3,28.116667,16.8,1360,6.3,20.25536854,1.29,25,42,33,9,3,,,,-0.026850244,,,,-0.238855251,,,,-0.210948278,,,,,,,,
1432,1432,1658,112.3,28.116667,16.8,1360,6.3,20.25536854,1.29,25,42,33,9,3,,,,-0.016608367,,,,-0.147003288,,,,-0.134477914,,,,,,,,
1433,1433,1658,112.3,28.116667,16.8,1360,6.3,20.25536854,1.29,24,42,34,9,3,,,,-0.017253111,,,,-0.114410351,,,,-0.102129495,,,,,,,,
1434,1434,1658,112.3,28.116667,16.8,1360,6.3,20.25536854,1.29,24,42,34,9,3,,,,-0.015112681,,,,-0.098845835,,,,-0.09237332,,,,,,,,
1435,1435,1658,112.3,28.116667,16.8,1360,6.3,20.25536854,1.29,24,42,34,9,3,,,,-0.068411153,,,,-0.221591961,,,,-0.131336002,,,,,,,,
1436,1436,1658,112.3,28.116667,16.8,1360,6.3,20.25536854,1.29,24,42,34,9,3,,,,0.021470495,,,,0.132424586,,,,0.131028263,,,,,,,,
1437,1437,1659,75.7031269,29.1503555,24.72566605,424,7.699999809,9,1,74,3,23,20,3,,,,,,,,-0.09531018,,,,,,,,,,,,0.058410762
1438,1438,1659,75.7031269,29.1503555,24.72566605,424,7.800000191,5.900000095,0.5,74,3,23,20,3,,,,,,,,0.074107972,,,,,,,,,,,,0.047628049
1439,1439,1659,75.7031269,29.1503555,24.72566605,424,7.699999809,9,1,74,3,23,20,3,,,,,,,,0.057158414,,,,,,,,,,,,0.118605742
1440,1440,1659,75.7031269,29.1503555,24.72566605,424,7.800000191,5.900000095,0.5,74,3,23,20,3,,,,,,,,0.031748698,,,,,,,,,,,,0.11506933
1441,1441,1659,75.7031269,29.1503555,24.72566605,424,7.699999809,9,1,74,3,23,20,3,,,,,,,,0.089612159,,,,,,,,,,,,0.129677823
1442,1442,1659,75.7031269,29.1503555,24.72566605,424,7.800000191,5.900000095,0.5,74,3,23,20,3,,,,,,,,0.066691374,,,,,,,,,,,,0.09237332
1443,1443,1660,91.316208,23.906672,24.97766685,2200,5.2,6.9,0.287,30,36,34,2,3,,,,,,,,0.190933271,,,,,,,-0.005159083,,,,,
1444,1444,1660,91.316208,23.906672,24.97766685,2200,5.2,6.9,0.287,30,36,34,2,3,,,,,,,,0.063837013,,,,,,,-0.081345639,,,,,
1445,1445,1660,91.316208,23.906672,24.97766685,2200,5.2,6.9,0.287,30,36,34,2,3,,,,,,,,0.113278873,,,,,,,-0.075637414,,,,,
1446,1446,1661,91.316208,23.906672,24.97766685,2200,5.1,10.2,1.01,30,36,34,3,3,,,,0.019380452,,,,0.020893448,,,,0.008871423,,,0.013574869,,,,,
1447,1447,1663,76.45,29.79,23.99483299,510,9.1,2.1,1.399999976,41,34,25,4,4,,,,,,,,0.151080367,,,,,,,-0.004366819,,,,,
